NatEmis,Province,Official_Institution_Name,STATUS,Sector,Phase_PED,Specialisation,GIS_Long,GIS_Lat,District Mun Name,Local MunName,Ward_ID,StreetAddress,Telephones,Telephone,Section21,School Fees,Urban_Rural,Towns/suburb,suburb_Latitude,suburb_longitude,Distance
700210179,Gt,Hoërskool Erasmus,Open,Public,Secondary School,Ordinary,28.73318909,-25.81264274,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900105,"1, Cathy Street, Bronkhorstspruit, Bronkhorstspruit, Bronkhorstspruit",139320195,139320195,Yes,Yes,Urban,Bronkhorstspruit,-25.808056,28.741389,49.82028855042797
700231340,Gt,Pretoria Technical High School,Open,Public,Secondary School,Technical,28.211410691,-25.750195652,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900092,"649, Park Street, , Arcadia, Pretoria",123432357,123432357,Yes,Yes,Urban,Arcadia,-25.7453,28.203,3.221005741273522
700400525,Gt,New Eersterus Secondary School,Open,Public,Secondary School,Ordinary,28.124255,-25.424863,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900014,"5835, Extension 5, New Eersterus, Hammanskraal, Pretoria",790436946,790436946,Yes,No,Urban,New Eersterus,-25.7036126,28.31456405,39.37118076175987
700400965,Gt,Acudeo College Thornview Foundation,Open,Independent,Combined School,Ordinary,28.0984,-25.5675,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900090,"3964, Cnr Mofifi And Umsintsi Street, Soshanguve East Ext. 4, Soshanguve, Pretoria",104422699,104422699,No,Yes,Urban,Soshanguve,-25.5263889,28.0994444,26.01722990438831
700210047,Gt,Brooklyn Primary School,Open,Public,Primary School,Ordinary,28.2433069,-25.76444336,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900056,"279, Murray Street, Brooklyn, Brooklyn, Pretoria",124603238,124603238,Yes,Yes,Urban,Brooklyn,-25.7646,28.2393,0.4023324797334996
700925413,Gt,Hlolisisa Primary School,Open,Public,Primary School,Ordinary,28.74525292,-25.68856181,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900103,"542, Section B, Ekangala, Bronkhorstpruit, Bronkhorstpruit",721226650,721226650,Yes,No,Urban,Ekangala,-25.6983333,28.7530556,51.46557396105715
700911481,Gt,Nick Mpshe Secondary School,Open,Public,Secondary School,Ordinary,28.01550051,-25.44310376,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900024,"1060, Plot 1060, Winterveld, Pretoria",792014950,792014950,Yes,No,Urban,Winterveld,-25.416667,28.033333,42.1175394559661
700911115,Gt,Marotola Primary School,Open,Public,Primary School,Ordinary,28.155976147,-25.411227431,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900095,"7841, Block Mokone, Stinkwater, Hammanskraal, Pretoria",128820028,128820028,Yes,No,Urban,Stinkwater ,-25.71655,28.11884,40.03223077546433
700231894,Gt,Mahlahle Primary School,Open,Public,Primary School,Ordinary,28.053655706,-25.779222313,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900068,"01, Mlambo Street, Saulsville, Pretoria",123755214,123755214,Yes,No,Urban,Saulsville,-25.7702778,28.0547222,18.69235140114881
700221143,Gt,Tsako Thabo Secondary School,Open,Public,Secondary School,Ordinary,28.371418855,-25.709297018,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900023,"13415, Tsomo, Mamelodi, Mamelodi, Pretoria",120231282,120231282,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,14.60403514799938
700211219,Gt,Waterkloof Primary School,Open,Public,Primary School,Ordinary,28.240299904,-25.77787324,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900042,"306, Milner Street, Waterkloof, , Pretoria",124603221,124603221,Yes,Yes,Urban,Waterkloof,-25.7791667,28.2383333,1.473886061767351
700911225,Gt,Mmamotse Primary School,Open,Public,Primary School,Ordinary,28.24749877,-25.37111102,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900075,"66, No Street Name, Temba, Hammanskraal, Pretoria",128820949,128820949,Yes,No,Urban,Temba,-25.3802778,28.2630556,43.59904962179964
700240697,Gt,St Francis Primary School,Open,Public,Primary School,Ordinary,28.124477124,-25.487730731,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900088,"2287, Block P, Soshanguve, Pretoria",127122097,127122097,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,32.76842941246304
700910836,Gt,Lefofa Primary School,Open,Public,Primary School,Ordinary,28.261813231,-25.384908399,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900074,"1822, Unit 1, Temba, Hammanskraal, Pretoria",127178492,127178492,Yes,No,Urban,Temba,-25.3802778,28.2630556,42.12359076031751
700400305,Gt,Tyger Valley College,Open,Independent,Combined School,Ordinary,28.36842,-25.80131,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900101,"40, Cnr. Valley Drive And Lynnwood Road, , Lynwood, Pretoria",128092879,128092879,No,Yes,Urban,Lynnwood,-25.7643,28.2673,13.57440663182815
700212001,Gt,Star Of Hope School,Open,Independent,Combined School,Ordinary,28.609146325,-25.465905639,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900099,"37, Moloto, , De Wagendrift, Cullinan",128820882,128820882,No,Yes,Urban,Cullinan,-25.670556,28.528889,49.74848832033147
700220566,Gt,Boikgantsho Primary School,Open,Public,Primary School,Ordinary,28.385055299,-25.718801138,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900018,"19559, Leshaba Street, Mamelodi East, Mamelodi, Pretoria",128158040,128158040,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,15.47959381578928
700911205,Gt,Mlokotwa Dube Primary School,Open,Public,Primary School,Ordinary,28.011283177,-25.44258658,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900024,"1060, Mlokotwa-Dube, Winterveldt, Pretoria",838178641,838178641,Yes,No,Urban,Winterveldt,-25.48843435,28.07315823773349,42.39340230876908
700911589,Gt,P.H.L Moraka Secondary School,Open,Public,Secondary School,Ordinary,28.24751774,-25.37300967,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900075,"82, Unit D, Temba, Hammanskraal, Pretoria",127173202,127173202,Yes,No,Urban,Temba,-25.3802778,28.2630556,43.38879394849675
700232679,Gt,Elmar Independent School,Open,Independent,Combined School,Ordinary,28.15562543,-25.75567524,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900060,"27, Rebecca Street, , Pretoria West, Pretoria",123272464,123272464,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,8.45227397422574
700910512,Gt,Holy Trinity Secondary School,Open,Public,Secondary School,Ordinary,27.98461284,-25.42091921,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900024,"1031, Ten Morgan, Winterveldt, Pretoria",798765771,798765771,Yes,No,Urban,Winterveldt,-25.48843435,28.07315823773349,45.87194448907013
700230037,Gt,Himalaya Secondary School,Open,Public,Secondary School,Ordinary,28.09958897,-25.781787496,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"02270, Corner Bengal&37 Avenue, Laudium, Tshwane, Pretoria",123742760,123742760,Yes,No,Urban,Laudium,-25.7877778,28.1022222,14.14306142841198
700911807,Gt,Reimolotswe Primary School,Open,Public,Primary School,Ordinary,28.040758,-25.415,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900024,"306, Danger, Winterveldt, Pretoria",659894178,659894178,Yes,No,Urban,Winterveldt,-25.48843435,28.07315823773349,43.56378235049544
700220541,Gt,Balebogeng Primary School,Open,Public,Primary School,Ordinary,28.38589457,-25.706843,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900023,"13159, Tsamaya Road, Mamelodi East, Mamelodi, Pretoria",128011344,128011344,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,16.04081425868256
700220103,Gt,Clapham High School,Open,Public,Secondary School,Ordinary,28.243375134,-25.731418416,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900084,"1629, Soutpansburg Rd, Queenswood, Pretoria",123336011,123336011,Yes,Yes,Urban,Queenswood,-25.7323222,28.24756,3.698661088804903
700911520,Gt,Nong Primary School,Open,Public,Primary School,Ordinary,28.05607513,-25.519029,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900020,"1270, Block C, Mabopane, Mabopane, Pretoria",812868054,812868054,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,32.84273259058354
700911424,Gt,Motjibosane Primary School,Open,Public,Primary School,Ordinary,28.17793324,-25.39102803,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900013,"2095, Refentse Section, Stinkwater, Hammanskraal, Pretoria",782269466,782269466,Yes,No,Urban,Stinkwater ,-25.71655,28.11884,41.8416593954003
700911713,Gt,Ramabele Secondary School,Open,Public,Combined School,Ordinary,28.138943677,-25.414206944,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900014,"2287, Block C, New Eersterus, Hammanskraal, Pretoria",792024299,792024299,Yes,No,Urban,New Eersterus,-25.7036126,28.31456405,40.10510993023565
700211599,Gt,Doxa Deo Edenvale School,Open,Independent,Combined School,Ordinary,28.44792402,-25.68860053,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900100,"1, Cnr. Zambezi Drive And Cullinan Road, , Cullinan, Cullinan",120032007,120032007,No,Yes,Urban,Cullinan,-25.670556,28.528889,22.56468776986297
700240085,Gt,Hoërskool Pretoria-Noord,Open,Public,Secondary School,Ordinary,28.169364658,-25.685234454,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900002,"538, Berglaan, Pretoria-Noord, Pretoria-Noord, Pretoria",125466590,125466590,Yes,Yes,Urban,Pretoria-Noord,-25.672735,28.1734163,11.24983532855981
700230011,Gt,Andrew Anthony Primary School,Open,Public,Primary School,Ordinary,28.10243168,-25.78421196,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"13, Aquamarine Str, Laudium, Pretoria",123744020,123744020,Yes,Yes,Urban,Laudium,-25.7877778,28.1022222,13.8998676269749
700240531,Gt,Baleseng Primary School,Open,Public,Combined School,Ordinary,28.103945568,-25.547131857,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900036,"2115, Block L, Soshanguve, Pretoria",127930043,127930043,Yes,No,Rural,Soshanguve,-25.5263889,28.0994444,27.66071790792623
700914036,Gt,Makgake Primary School,Open,Public,Primary School,Ordinary,28.281470131,-25.379584096,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900074,"1020, Section D, Portion 9, Hammanskraal, Pretoria",127192008,127192008,Yes,No,Urban,Portion 9 Hammanskraal,-25.4046001,28.2900229,42.86257464056275
700220616,Gt,Emthunzini Primary School,Open,Public,Primary School,Ordinary,28.336283115,-25.706433597,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900067,"1485, Kubone Street, Mamelodi, Mamelodi, Pretoria",128054637,128054637,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,11.67147734483175
700210781,Gt,Laerskool Paratus Primary School,Open,Public,Primary School,Ordinary,28.137522413,-25.793650769,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900059,"1, Henry Williams Road, Thaba Tshwane, Pretoria",126514345,126514345,Yes,Yes,Rural,Thaba Tshwane,-25.7959641,28.1553556899257,10.70401281823364
700400414,Gt,Steve Bikoville Secondary School,Open,Public,Secondary School,Ordinary,28.31683,-25.369734,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900073,"68, Portion 68/53 Of Jr, Klipdrift, Hammanskraal, Pretoria",824835267,824835267,Yes,No,Urban,Klipdrift Hammanskraal,-25.3604424187,28.338224003,44.43208350768278
700240903,Gt,Lindelani Primary School,Open,Public,Primary School,Ordinary,28.090756885,-25.464625067,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900094," 620, Block Gg, Soshanguve, Pretoria",127983854,127983854,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,36.42748373159233
700910007,Gt,Abel Motshoane Secondary School,Open,Public,Secondary School,Ordinary,28.043947191,-25.480973795,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900019,"2788, Rolihlahla Avenue, Slovoville, Winterveldt, Pretoria",822086008,822086008,Yes,No,Urban,Slovoville,-25.429,28.0371,37.04347143164016
700231944,Gt,Masizani Primary School,Open,Public,Primary School,Ordinary,28.04953545,-25.77432517,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900068,"1, C/O Makuruntsi & Madisha Street, Saulsville, Atteridgeville, Pretoria",123755866,123755866,Yes,No,Urban,Saulsville,-25.7702778,28.0547222,19.0661855107777
700914249,Gt,Fr. Smangaliso Mkhatshwa Secondary School,Open,Public,Secondary School,Ordinary,28.038711,-25.474682,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900019,"2660, Ntsako, Slovoville, Winterveldt, Pretoria",659087609,659087609,Yes,No,Urban,Slovoville,-25.429,28.0371,37.91358226458186
700240937,Gt,Mathaga Primary School,Open,Public,Primary School,Ordinary,28.10385933,-25.54795838,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900036,"2116, Block L, Soshangeve, Pretoria",127930005,127930005,Yes,No,Urban,Soshanguve,-25.5228,28.1053,27.58525034384535
700220723,Gt,Koos Matli Primary School,Open,Public,Primary School,Ordinary,28.39126457,-25.70775391,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900018,"15671, Malindi  Street, Mamelodi, Mamelodi, Pretoria",128126421,128126421,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,16.49747772631974
700910822,Gt,Lebelo Primary School,Open,Public,Primary School,Ordinary,28.29489523,-25.35704965,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900073,"1212, Ramotse, Hammanskraal, Hammanskraal, Pretoria",127192010,127192010,Yes,No,Urban,Hammanskraal,-25.4083333,28.2872222,45.49328026789567
700910553,Gt,I. R. Lesolang Secondary School,Open,Public,Secondary School,Ordinary,28.07233851,-25.49276749,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900012,"1658, Bushveldt Road, Winterveldt, , Pretoria",127258170,127258170,Yes,No,Urban,Winterveldt,-25.48843435,28.07315823773349,34.46784609473149
700915064,Gt,Bachana Mokwena Primary School,Open,Public,Primary School,Ordinary & Full Service,27.98552819,-25.549844851,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900030,"2201, Mamasiyanoka, Ga-Rankuwa View, Ga-Rankuwa, Pretoria",127003017,127003017,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,34.86066051768651
700210286,Gt,Irene Primary School,Open,Public,Primary School,Ordinary,28.22188166,-25.87271559,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900065,"1, Bruce, Irene, Irene, Pretoria",126671037,126671037,Yes,Yes,Urban,Irene,-25.8812,28.2263,12.10427930899912
700400331,Gt,Pretoria Central High School,Open,Public,Secondary School,Ordinary,28.161327194,-25.751029071,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900060,"321, Servaas Street, Pretoria West, , Pretoria",123275772,123275772,Yes,Yes,Urban,Pretoria West,-25.7494725,28.1568104,7.965565246409439
700910514,Gt,Hosea Kekana Secondary School,Open,Public,Secondary School,Ordinary,28.28603465,-25.35690114,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900073,"1968, Ramotse, Ramotse Village, Hammanskraal, Pretoria",125434309,125434309,Yes,No,Urban,Hammanskraal,-25.4083333,28.2872222,45.40890781549533
700910953,Gt,M. H. Baloyi Secondary School,Open,Public,Secondary School,Ordinary,28.071643932,-25.494114102,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900012,"1658, Bushveld Road, Winterveldt, Pretoria",815048904,815048904,Yes,No,Urban,Winterveldt,-25.48843435,28.07315823773349,34.3716591044616
700240291,Gt,Laerskool Magalieskruin,Open,Public,Primary School,Ordinary,28.23807833,-25.6838429,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900005,"200, Veronicaroad, Magalieskruin, , Pretoria",125481240,125481240,Yes,Yes,Urban,Magalieskruin,-25.6875,28.2322222,8.94741702509536
700910158,Gt,Boitshepo Secondary School,Open,Public,Secondary School,Ordinary,28.28741503,-25.37122065,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900073,"1468, Babelegi   Str, Marokolong  Village, Hammanskraal, Pretoria",127114340,127114340,Yes,No,Urban,Marokolong Village,-25.38498,28.28818,43.84647654502309
700240713,Gt,Funekile Secondary School,Open,Public,Combined School,Ordinary,28.121031818,-25.442065646,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900025,"963, Block V, Soshanguve, Pretoria",127308137,127308137,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,37.65424702351289
700230219,Gt,Crawford Preparatory Pretoria,Open,Independent,Combined School,Ordinary,28.21672257,-25.76571453,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900059,"555, Sibelius Street, , Lukasrand, Pretoria",123441886,123441886,No,Yes,Urban,Lukasrand,-25.7639265,28.2052587,2.268239172730101
700911446,Gt,Motshegofadiwa Primary School,Open,Public,Primary School,Ordinary,28.17532438,-25.40824241,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900095,"571, Mokone Block, Stinkwater, Hammanskraal, Pretoria",127155138,127155138,Yes,No,Urban,Stinkwater ,-25.71655,28.11884,39.99768829697445
700211185,Gt,Valhalla Primary School,Open,Public,Primary School,Ordinary,28.143902709,-25.814353428,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900066,"28, Meteor Road, Valhalla, Centurion",126544011,126544011,Yes,Yes,Urban,Valhalla,-25.8105,28.1503,11.04202547190652
700912053,Gt,Tane Primary School,Open,Public,Primary School,Ordinary,28.208296027,-25.380234703,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900008,"1482, Section 2, Suurman, Pretoria, Temba",127104018,127104018,Yes,No,Urban,Suurman,-25.3811111,28.2152778,42.69435900918179
700230078,Gt,Laudium Secondary School,Open,Public,Secondary School,Ordinary,28.09871124,-25.78833193,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"1, Cnr Jade Street And 19Th Avenue, Laudium, Pretoria",123743807,123743807,Yes,Yes,Urban,Laudium,-25.7877778,28.1022222,14.34494655157315
700231530,Gt,Bathokwa Primary School,Open,Public,Primary School,Ordinary,28.054734586,-25.76693286,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900007,"1, Lephora Street, Saulsville, Pretoria",123750917,123750917,Yes,No,Urban,Saulsville,-25.7702778,28.0547222,18.51656011248363
700232199,Gt,Princess Park Secondary School And College,Open,Independent,Combined School,Ordinary,28.21001,-25.746068,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900092,"614, Pretorius Street, Pretoria, Pretoria",123241069,123241069,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,3.584659842212802
700241109,Gt,Dimakatso Primary School,Open,Public,Primary School,Ordinary,28.12200817,-25.4502454,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900025,"202, Block W, Soshanguve, Pretoria",127206007,127206007,Yes,No,Rural,Soshanguve,-25.5263889,28.0994444,36.7638146949455
700240655,Gt,Echibine Secondary School,Open,Public,Combined School,Ordinary,28.09702561,-25.462892848,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900094,"2062, Block  Gg, Soshanguve, Pretoria",832844943,832844943,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,36.35056185415402
700914026,Gt,Masakhane Primary School,Open,Public,Primary School,Ordinary,28.237085831,-25.386630272,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900008,"6480, Unit 7, Temba, Temba, Pretoria",127104024,127104024,Yes,No,Urban,Temba,-25.3802778,28.2630556,41.87265636331671
700230995,Gt,Laerskool Simon Bekker,Open,Public,Primary School,Ordinary,28.153561544,-25.753234333,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900060,"485, Soutter, Pretoria Wes, Pretoria Wes, Pretoria",123277262,123277262,Yes,Yes,Urban,Pretoria Wes,-25.7503,28.155,8.693055661860205
700910686,Gt,Kgomba Primary School,Open,Public,Primary School,Ordinary,28.136149483,-25.40265339,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900014,"2623, Block D, New Eersterus, Hammanskraal, Pretoria",716974114,716974114,Yes,No,Urban,New Eersterus,-25.7036126,28.31456405,41.41462117407526
700400263,Gt,Daspoort Secondary School,Open,Public,Secondary School,Ordinary,28.14238156,-25.71298748,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900001,"650, Claremont Street, Daspoort, Hercules, Pretoria",123790974,123790974,Yes,Yes,Urban,Daspoort,-25.7086111,28.1466667,11.2810349707057
700210914,Gt,Lyttelton Primary School,Open,Public,Primary School,Ordinary,28.199883766,-25.826376491,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900057,"60, C/O Monument And Potgieter, Lyttelton, Centurion",126645811,126645811,Yes,Yes,Urban,Lyttelton,-25.8181,28.2117,7.90352712976977
700230847,Gt,Laerskool Eendracht,Open,Public,Primary School,Ordinary,28.1844428,-25.74320186,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900058,"89, Bosman Straat, , Pretoria",123212313,123212313,Yes,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,5.992405048494371
700220533,Gt,Bajabulile Primary School,Open,Public,Primary School,Ordinary,28.393538463,-25.715098735,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900016,"22892, Motsumi, Mamelodi East, Mamelodi, Pretoria",128012140,128012140,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,16.41876183951441
700220293,Gt,Laerskool Derdepoort,Open,Public,Primary School,Ordinary,28.287702902,-25.702496715,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900087,"195, Uil Street, Jan Niemand Park, , Pretoria",128001507,128001507,Yes,Yes,Urban,Jan Niemand Park,-25.7095,28.2892,8.421649949794258
700220186,Gt,Hoërskool Silverton,Open,Public,Secondary School,Ordinary,28.301620906,-25.737288549,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900041,"122, De Boulevard, Silverton, Silverton, Pretoria",128046719,128046719,Yes,Yes,Urban,Silverton,-25.7298,28.3024,6.94613417481781
700240994,Gt,Mokonyama Primary School,Open,Public,Primary School,Ordinary,28.295164,-25.395747999,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900049,"934, Block E, Mandela Village, Hammanskraal, Pretoria",767684593,767684593,Yes,No,Rural,Mandela Village,-25.3975,28.2936111,41.2456852906798
700220400,Gt,Laerskool Villieria,Open,Public,Primary School,Ordinary,28.23534543,-25.71206944,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900052,"1032, Ben Swartstreet, Villieria, Pretoria",123311100,123311100,Yes,Yes,Urban,Villieria,-25.7161111,28.2355556,5.833057186489586
700230334,Gt,Rietondale High School,Open,Public,Secondary School,Ordinary,28.21738825,-25.72404811,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900053,"0, Cnr Pierneef Street And 18 Th Ave, Deerness, Pretoria",123290574,123290574,Yes,Yes,Urban,Deerness,-25.7241,28.2168,5.001591101256275
700230342,Gt,Hoërskool Hercules,Open,Public,Secondary School,Ordinary,28.14650767,-25.71556465,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900001,"570, Ribbensstreet, Hercules, Pretoria",123794281,123794281,Yes,Yes,Urban,Hercules ,-25.71991,28.15977,10.7794120010273
700911852,Gt,Redirile Primary School,Open,Public,Primary School,Ordinary,28.133728766,-25.410340602,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900014,"2203, Block F1, New Eersterus, Hammanskraal, Pretoria",871507379,871507379,Yes,No,Urban,New Eersterus,-25.7036126,28.31456405,40.65337643999437
700210765,Gt,Laerskool Monumentpark,Open,Public,Primary School,Ordinary,28.23012762,-25.80089613,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900042,"20, Okapi Road, Monumentpark, Pretoria",124606607,124606607,Yes,Yes,Urban,Monumentpark,-25.8047222,28.2280556,4.124958569237196
700230326,Gt,Hoërskool Elandspoort,Open,Public,Secondary School,Ordinary,28.124105711,-25.74318561,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900003,"140, Albertyn, Danville, , Pretoria",123866565,123866565,Yes,Yes,Urban,Danville,-25.7407,28.121,11.79789846728054
700910350,Gt,Edwin Moalusi Primary School,Open,Public,Primary School,Ordinary,28.059177115,-25.492210024,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900012,"1602, Block I, Beirut, Mabopane, Pretoria",127026265,127026265,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,35.18284018144055
700920538,Gt,Lingitjhudu Secondary School,Open,Public,Secondary School,Ordinary,28.727226666,-25.676676667,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900104,"521, Extension 1, Dark City, Ekangala, Bronkhorstspruit",748448461,748448461,Yes,No,Urban,Dark City Ekangala,-25.6768,28.733997,49.92444991894127
700400039,Gt,Woodhill College,Open,Independent,Combined School,Ordinary,28.326469,-25.811326,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900091,"1, De Villebois Mareuil Drive, Wingate Park, Pretoria East, Pretoria",129981774,129981774,No,Yes,Urban,Wingate Park,-25.825,28.2697222,10.16033636317234
700240895,Gt,Lethabong Secondary School,Open,Public,Secondary School,Ordinary,28.105438432,-25.506091694,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900033,"382, Block F, Soshanguve, Pretoria",127998120,127998120,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,31.63636459259405
700241224,Gt,Rs Maluleke Primary School,Open,Public,Primary School,Ordinary,28.108095055,-25.509339104,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900033," 264, Block G, Soshanguve, Pretoria",127972030,127972030,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,31.19739409419383
700230383,Gt,Hoërskool Wonderboom,Open,Public,Secondary School,Ordinary,28.199184275,-25.694310854,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900054,"1050, Voortrekkers Avenue, Wonderboom-Suid, Pretoria",123356806,123356806,Yes,Yes,Urban,Wonderboom-Suid,-25.7,28.2086111,8.765848543909106
