NatEmis,Province,Official_Institution_Name,STATUS,Sector,Phase_PED,Specialisation,GIS_Long,GIS_Lat,District Mun Name,Local MunName,Ward_ID,Town_City,StreetAddress,Telephone,Section21,School Fees,Urban_Rural,Town_Suburb,Towns/suburb,suburb_coordinates
700400965,GT,ACUDEO COLLEGE THORNVIEW FOUNDATION,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.0984,-25.5675,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900090,PRETORIA,"3964, CNR MOFIFI AND UMSINTSI STREET, SOSHANGUVE EAST EXT. 4, SOSHANGUVE, PRETORIA",104422699,NO,Yes,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700210047,GT,BROOKLYN PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.2433069,-25.76444336,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900056,PRETORIA,"279, MURRAY STREET, BROOKLYN, BROOKLYN, PRETORIA",124603238,YES,Yes,URBAN,BROOKLYN,Brooklyn,"(-25.7646, 28.2393)"
700925413,GT,HLOLISISA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.74525292,-25.68856181,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900103,BRONKHORSTPRUIT,"542, SECTION B, EKANGALA, BRONKHORSTPRUIT, BRONKHORSTPRUIT",721226650,YES,No,URBAN,EKANGALA,Ekangala,"(-25.6983333, 28.7530556)"
700911481,GT,NICK MPSHE SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.01550051,-25.44310376,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900024,PRETORIA,"1060, PLOT 1060, WINTERVELD, PRETORIA",792014950,YES,No,URBAN,WINTERVELD,Winterveld,"( -25.416667, 28.033333)"
700911115,GT,MAROTOLA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.155976147,-25.411227431,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900095,PRETORIA,"7841, BLOCK MOKONE, STINKWATER, HAMMANSKRAAL, PRETORIA",128820028,YES,No,URBAN,STINKWATER ,Stinkwater ,"(-25.71655, 28.11884)"
700231894,GT,MAHLAHLE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.053655706,-25.779222312999998,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900068,PRETORIA,"01, MLAMBO STREET, SAULSVILLE, PRETORIA",123755214,YES,No,URBAN,SAULSVILLE,Saulsville,"(-25.7702778, 28.0547222)"
700221143,GT,TSAKO THABO SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.371418855,-25.709297018,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900023,PRETORIA,"13415, TSOMO, MAMELODI, MAMELODI, PRETORIA",120231282,YES,No,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700211219,GT,WATERKLOOF PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.240299904,-25.77787324,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900042,PRETORIA,"306, MILNER STREET, WATERKLOOF, , PRETORIA",124603221,YES,Yes,URBAN,WATERKLOOF,Waterkloof,"(-25.7791667, 28.2383333)"
700911225,GT,MMAMOTSE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.24749877,-25.37111102,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900075,PRETORIA,"66, NO STREET NAME, TEMBA, HAMMANSKRAAL, PRETORIA",128820949,YES,No,URBAN,TEMBA,Temba,"(-25.3802778, 28.2630556)"
700240697,GT,ST FRANCIS PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.124477124,-25.487730731,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900088,PRETORIA,"2287, BLOCK P, SOSHANGUVE, PRETORIA",127122097,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700910836,GT,LEFOFA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.261813231,-25.384908399,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900074,PRETORIA,"1822, UNIT 1, TEMBA, HAMMANSKRAAL, PRETORIA",127178492,YES,No,URBAN,TEMBA,Temba,"(-25.3802778, 28.2630556)"
700400305,GT,TYGER VALLEY COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.36842,-25.80131,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900101,PRETORIA,"40, CNR. VALLEY DRIVE AND LYNNWOOD ROAD, , LYNWOOD, PRETORIA",128092879,NO,Yes,URBAN,LYNNWOOD,Lynnwood,"(-25.7643, 28.2673)"
700212001,GT,STAR OF HOPE SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.609146325,-25.465905639,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900099,CULLINAN,"37, MOLOTO, , DE WAGENDRIFT, CULLINAN",128820882,NO,Yes,URBAN,CULLINAN,Cullinan,"(-25.670556, 28.528889)"
700220566,GT,BOIKGANTSHO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.385055299,-25.718801138,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900018,PRETORIA,"19559, LESHABA STREET, MAMELODI EAST, MAMELODI, PRETORIA",128158040,YES,No,URBAN,MAMELODI EAST,Mamelodi East,"(-25.7102, 28.4008)"
700911205,GT,MLOKOTWA DUBE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.011283177,-25.44258658,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900024,PRETORIA,"1060, MLOKOTWA-DUBE, WINTERVELDT, PRETORIA",838178641,YES,No,URBAN,WINTERVELDT,Winterveldt,"(-25.48843435, 28.07315823773349)"
700911589,GT,P.H.L MORAKA SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.24751774,-25.37300967,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900075,PRETORIA,"82, UNIT D, TEMBA, HAMMANSKRAAL, PRETORIA",127173202,YES,No,URBAN,TEMBA,Temba,"(-25.3802778, 28.2630556)"
700232679,GT,ELMAR INDEPENDENT SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.15562543,-25.75567524,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900060,PRETORIA,"27, REBECCA STREET, , PRETORIA WEST, PRETORIA",123272464,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700910512,GT,HOLY TRINITY SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,27.98461284,-25.42091921,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900024,PRETORIA,"1031, TEN MORGAN, WINTERVELDT, PRETORIA",798765771,YES,No,URBAN,WINTERVELDT,Winterveldt,"(-25.48843435, 28.07315823773349)"
700230037,GT,HIMALAYA SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.09958897,-25.781787496,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900061,PRETORIA,"02270, CORNER BENGAL&37 AVENUE, LAUDIUM, TSHWANE, PRETORIA",123742760,YES,No,URBAN,LAUDIUM,Laudium,"(-25.7877778, 28.1022222)"
700911807,GT,REIMOLOTSWE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.040758,-25.415,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900024,PRETORIA,"306, DANGER, WINTERVELDT, PRETORIA",659894178,YES,No,URBAN,WINTERVELDT,Winterveldt,"(-25.48843435, 28.07315823773349)"
700220541,GT,BALEBOGENG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.38589457,-25.706843,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900023,PRETORIA,"13159, TSAMAYA ROAD, MAMELODI EAST, MAMELODI, PRETORIA",128011344,YES,No,URBAN,MAMELODI EAST,Mamelodi East,"(-25.7102, 28.4008)"
700220103,GT,CLAPHAM HIGH SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.243375134,-25.731418416,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900084,PRETORIA,"1629, SOUTPANSBURG RD, QUEENSWOOD, PRETORIA",123336011,YES,Yes,URBAN,QUEENSWOOD,Queenswood,"(-25.7323222, 28.24756)"
700911520,GT,NONG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.05607513,-25.519029,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900020,PRETORIA,"1270, BLOCK C, MABOPANE, MABOPANE, PRETORIA",812868054,YES,No,URBAN,MABOPANE,Mabopane,"(-25.5080556, 28.0680556)"
700911424,GT,MOTJIBOSANE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.17793324,-25.39102803,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900013,PRETORIA,"2095, REFENTSE SECTION, STINKWATER, HAMMANSKRAAL, PRETORIA",782269466,YES,No,URBAN,STINKWATER ,Stinkwater ,"(-25.71655, 28.11884)"
700911713,GT,RAMABELE SECONDARY SCHOOL,OPEN,PUBLIC,COMBINED SCHOOL,ORDINARY,28.138943677,-25.414206944,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900014,PRETORIA,"2287, BLOCK C, NEW EERSTERUS, HAMMANSKRAAL, PRETORIA",792024299,YES,No,URBAN,NEW EERSTERUS,New Eersterus,"(-25.7036126, 28.31456405)"
700211599,GT,DOXA DEO EDENVALE SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.44792402,-25.68860053,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900100,CULLINAN,"1, CNR. ZAMBEZI DRIVE AND CULLINAN ROAD, , CULLINAN, CULLINAN",120032007,NO,Yes,URBAN,CULLINAN,Cullinan,"(-25.670556, 28.528889)"
700240085,GT,HOËRSKOOL PRETORIA-NOORD,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.169364658,-25.685234454,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900002,PRETORIA,"538, BERGLAAN, PRETORIA-NOORD, PRETORIA-NOORD, PRETORIA",125466590,YES,Yes,URBAN,PRETORIA-NOORD,Pretoria-Noord,"(-25.672735, 28.1734163)"
700230011,GT,ANDREW ANTHONY PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.10243168,-25.78421196,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900061,PRETORIA,"13, AQUAMARINE STR, LAUDIUM, PRETORIA",123744020,YES,Yes,URBAN,LAUDIUM,Laudium,"(-25.7877778, 28.1022222)"
700240531,GT,BALESENG PRIMARY SCHOOL,OPEN,PUBLIC,COMBINED SCHOOL,ORDINARY,28.103945568,-25.547131857,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900036,PRETORIA,"2115, BLOCK L, SOSHANGUVE, PRETORIA",127930043,YES,No,RURAL,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700914036,GT,MAKGAKE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.281470131,-25.379584096,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900074,PRETORIA,"1020, SECTION D, PORTION 9, HAMMANSKRAAL, PRETORIA",127192008,YES,No,URBAN,PORTION 9 HAMMANSKRAAL,Portion 9 Hammanskraal,"(-25.4046001, 28.2900229)"
700220616,GT,EMTHUNZINI PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.336283115,-25.706433597,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900067,PRETORIA,"1485, KUBONE STREET, MAMELODI, MAMELODI, PRETORIA",128054637,YES,No,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700210781,GT,LAERSKOOL PARATUS PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.137522413,-25.793650769,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900059,PRETORIA,"1, HENRY WILLIAMS ROAD, THABA TSHWANE, PRETORIA",126514345,YES,Yes,RURAL,THABA TSHWANE,Thaba Tshwane,"(-25.7959641, 28.155355689925706)"
700400414,GT,STEVE BIKOVILLE SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.31683,-25.369734,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900073,PRETORIA,"68, PORTION 68/53 OF JR, KLIPDRIFT, HAMMANSKRAAL, PRETORIA",824835267,YES,No,URBAN,KLIPDRIFT HAMMANSKRAAL,Klipdrift Hammanskraal," -25.3604424187, 28.3382240038"
700240903,GT,LINDELANI PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.090756885,-25.464625067,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900094,PRETORIA," 620, BLOCK GG, SOSHANGUVE, PRETORIA",127983854,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700910007,GT,ABEL MOTSHOANE SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.043947191,-25.480973795,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900019,PRETORIA,"2788, ROLIHLAHLA AVENUE, SLOVOVILLE, WINTERVELDT, PRETORIA",822086008,YES,No,URBAN,SLOVOVILLE,Slovoville,"(-25.4290, 28.0371)"
700231944,GT,MASIZANI PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.04953545,-25.77432517,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900068,PRETORIA,"1, C/O MAKURUNTSI & MADISHA STREET, SAULSVILLE, ATTERIDGEVILLE, PRETORIA",123755866,YES,No,URBAN,SAULSVILLE,Saulsville,"(-25.7702778, 28.0547222)"
700914249,GT,FR. SMANGALISO MKHATSHWA SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.038711,-25.474682,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900019,PRETORIA,"2660, NTSAKO, SLOVOVILLE, WINTERVELDT, PRETORIA",659087609,YES,No,URBAN,SLOVOVILLE,Slovoville,"(-25.4290, 28.0371)"
700240937,GT,MATHAGA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.10385933,-25.54795838,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900036,PRETORIA,"2116, BLOCK L, SOSHANGEVE, PRETORIA",127930005,YES,No,URBAN,SOSHANGUVE,Soshanguve,"( -25.5228,  28.1053)"
700220723,GT,KOOS MATLI PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.39126457,-25.70775391,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900018,PRETORIA,"15671, MALINDI  STREET, MAMELODI, MAMELODI, PRETORIA",128126421,YES,No,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700910822,GT,LEBELO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.29489523,-25.35704965,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900073,PRETORIA,"1212, RAMOTSE, HAMMANSKRAAL, HAMMANSKRAAL, PRETORIA",127192010,YES,No,URBAN,HAMMANSKRAAL,Hammanskraal,"(-25.4083333, 28.2872222)"
700910553,GT,I. R. LESOLANG SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.07233851,-25.49276749,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900012,PRETORIA,"1658, BUSHVELDT ROAD, WINTERVELDT, , PRETORIA",127258170,YES,No,URBAN,WINTERVELDT,Winterveldt,"(-25.48843435, 28.07315823773349)"
700915064,GT,BACHANA MOKWENA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY & FULL SERVICE,27.98552819,-25.549844851,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900030,PRETORIA,"2201, MAMASIYANOKA, GA-RANKUWA VIEW, GA-RANKUWA, PRETORIA",127003017,YES,No,URBAN,GA-RANKUWA,Ga-Rankuwa,"(-25.6041667, 28.0052778)"
700210286,GT,IRENE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.22188166,-25.87271559,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900065,PRETORIA,"1, BRUCE, IRENE, IRENE, PRETORIA",126671037,YES,Yes,URBAN,IRENE,Irene,"(-25.8812,  28.2263)"
700400331,GT,PRETORIA CENTRAL HIGH SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.161327194,-25.751029071,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900060,PRETORIA,"321, SERVAAS STREET, PRETORIA WEST, , PRETORIA",123275772,YES,Yes,URBAN,PRETORIA WEST,Pretoria West,"(-25.7494725, 28.1568104)"
700910514,GT,HOSEA KEKANA SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.28603465,-25.35690114,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900073,PRETORIA,"1968, RAMOTSE, RAMOTSE VILLAGE, HAMMANSKRAAL, PRETORIA",125434309,YES,No,URBAN,HAMMANSKRAAL,Hammanskraal,"(-25.4083333, 28.2872222)"
700910953,GT,M. H. BALOYI SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.071643932,-25.494114102,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900012,PRETORIA,"1658, BUSHVELD ROAD, WINTERVELDT, PRETORIA",815048904,YES,No,URBAN,WINTERVELDT,Winterveldt,"(-25.48843435, 28.07315823773349)"
700240291,GT,LAERSKOOL MAGALIESKRUIN,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.23807833,-25.6838429,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900005,PRETORIA,"200, VERONICAROAD, MAGALIESKRUIN, , PRETORIA",125481240,YES,Yes,URBAN,MAGALIESKRUIN,Magalieskruin,"(-25.6875, 28.2322222)"
700910158,GT,BOITSHEPO SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.28741503,-25.37122065,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900073,PRETORIA,"1468, BABELEGI   STR, MAROKOLONG  VILLAGE, HAMMANSKRAAL, PRETORIA",127114340,YES,No,URBAN,MAROKOLONG VILLAGE,Marokolong Village,"( -25.38498, 28.28818)"
700240713,GT,FUNEKILE SECONDARY SCHOOL,OPEN,PUBLIC,COMBINED SCHOOL,ORDINARY,28.121031818,-25.442065646,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900025,PRETORIA,"963, BLOCK V, SOSHANGUVE, PRETORIA",127308137,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700230219,GT,CRAWFORD PREPARATORY PRETORIA,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.21672257,-25.76571453,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900059,PRETORIA,"555, SIBELIUS STREET, , LUKASRAND, PRETORIA",123441886,NO,Yes,URBAN,LUKASRAND,Lukasrand,"(-25.7639265, 28.2052587)"
700911446,GT,MOTSHEGOFADIWA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.17532438,-25.40824241,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900095,PRETORIA,"571, MOKONE BLOCK, STINKWATER, HAMMANSKRAAL, PRETORIA",127155138,YES,No,URBAN,STINKWATER ,Stinkwater ,"(-25.71655, 28.11884)"
700211185,GT,VALHALLA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.143902709,-25.814353428,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900066,PRETORIA,"28, METEOR ROAD, VALHALLA, CENTURION",126544011,YES,Yes,URBAN,VALHALLA,Valhalla,"(-25.8105, 28.1503)"
700912053,GT,TANE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.208296027,-25.380234703,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900008,TEMBA,"1482, SECTION 2, SUURMAN, PRETORIA, TEMBA",127104018,YES,No,URBAN,SUURMAN,Suurman,"(-25.3811111, 28.2152778)"
700230078,GT,LAUDIUM SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.09871124,-25.78833193,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900061,PRETORIA,"1, CNR JADE STREET AND 19TH AVENUE, LAUDIUM, PRETORIA",123743807,YES,Yes,URBAN,LAUDIUM,Laudium,"(-25.7877778, 28.1022222)"
700231530,GT,BATHOKWA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.054734586,-25.76693286,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900007,PRETORIA,"1, LEPHORA STREET, SAULSVILLE, PRETORIA",123750917,YES,No,URBAN,SAULSVILLE,Saulsville,"(-25.7702778, 28.0547222)"
700232199,GT,PRINCESS PARK SECONDARY SCHOOL AND COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.21001,-25.746068,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900092,PRETORIA,"614, PRETORIUS STREET, PRETORIA, PRETORIA",123241069,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700241109,GT,DIMAKATSO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.12200817,-25.4502454,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900025,PRETORIA,"202, BLOCK W, SOSHANGUVE, PRETORIA",127206007,YES,No,RURAL,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700240655,GT,ECHIBINE SECONDARY SCHOOL,OPEN,PUBLIC,COMBINED SCHOOL,ORDINARY,28.09702561,-25.462892848,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900094,PRETORIA,"2062, BLOCK  GG, SOSHANGUVE, PRETORIA",832844943,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700914026,GT,MASAKHANE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.237085831,-25.386630272,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900008,PRETORIA,"6480, UNIT 7, TEMBA, TEMBA, PRETORIA",127104024,YES,No,URBAN,TEMBA,Temba,"(-25.3802778, 28.2630556)"
700230995,GT,LAERSKOOL SIMON BEKKER,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.153561544,-25.753234333,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900060,PRETORIA,"485, SOUTTER, PRETORIA WES, PRETORIA WES, PRETORIA",123277262,YES,Yes,URBAN,PRETORIA WES,Pretoria Wes,"(-25.7503, 28.1550)"
700910686,GT,KGOMBA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.136149483,-25.40265339,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900014,PRETORIA,"2623, BLOCK D, NEW EERSTERUS, HAMMANSKRAAL, PRETORIA",716974114,YES,No,URBAN,NEW EERSTERUS,New Eersterus,"(-25.7036126, 28.31456405)"
